"","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"522",50.4430774090851,1,2,0,0,5,2,5,1,0,1,3,4,0,2,4,0,0,0,2,0,0,1,3,1,0,1,2,4,0,0,0,0,1,1,0,1,5,1,2,4,3,1,0,0,2,4,1,0,0,0,0,2,1,0,0,0,0,1,4,2,1,0,0,2,0,0,2,1,0,1,1,1,0,5,1,0,1,0,0,2,0,0,0,0,2,0,3,1,5,0,0,3,1,3,3,1,5,0,0,0
"523",34.3234428202664,0,3,1,2,0,1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,2,3,0,1,0,5,1,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,3,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,1,2,0,2,4,0,0,1,0,2,0,0,0,3,4,0,1,4,0,0,0,2,0,0
"524",39.5193286930827,1,2,0,0,2,0,1,0,0,2,2,0,0,0,3,0,1,2,2,0,0,0,0,0,0,4,1,0,2,3,0,0,0,1,0,1,4,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,4,0,1,3,2,0,0,2,1,0,0,1,0,1,0,0,1,1,0
"525",37.741216120007,1,0,1,1,1,1,0,0,4,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,1,1,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,1,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,1,2,0,1,3,0,0,4,2,2,3,4,0,2,0,3,2,0,3,1,1,1
"526",36.9357456906261,4,3,4,5,5,1,4,2,0,0,2,3,0,0,2,0,0,0,1,2,0,1,0,1,2,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,2,5,2,1,3,1,1,0,2,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,1
"527",61.3860261438854,0,0,0,0,2,2,0,0,1,0,4,0,0,2,3,0,2,5,0,2,0,0,0,2,0,4,0,0,2,0,1,1,0,0,0,2,1,0,0,2,1,0,1,0,0,1,0,2,4,2,0,0,1,0,5,2,0,0,5,2,2,0,2,0,2,0,0,0,2,4,0,5,2,0,3,2,1,0,2,1,0,0,0,1,0,3,0,5,3,1,2,0,1,0,0,0,0,0,4,0
"528",44.6206327959177,0,4,0,0,2,0,0,0,0,2,2,0,1,1,0,0,2,0,2,4,2,3,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,4,0,0,1,0,2,2,0,1,0,0,2,0,0,0,2,2,0,0,0,0,1,3,0,0,1,1,2,1,2,4,0,0,1,4,0,1,0,4,0,1,0,0,2,1,2,2,0,0,0,4,1,2,0,0,0,1
"529",56.9285984677354,0,0,0,4,1,0,0,1,2,0,2,1,1,0,1,0,1,2,1,1,1,0,0,0,0,5,1,0,0,0,0,0,2,2,0,2,0,0,1,4,0,0,0,0,0,1,0,0,2,0,0,2,1,0,2,0,4,4,4,0,2,0,0,0,0,0,0,3,0,1,0,0,2,1,1,5,0,4,4,0,0,0,0,5,2,0,0,1,3,0,0,0,4,0,0,2,0,0,4,0
"530",57.0142238626712,0,1,0,2,3,4,0,1,1,4,2,0,4,0,1,0,2,0,2,0,4,0,0,0,0,2,0,2,4,0,0,5,0,1,2,0,0,0,3,2,1,2,0,0,4,5,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,5,1,0,1,4,0,0,1,0,3,0,0,2,0,1,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,1
"531",38.1343551468467,1,2,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,3,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,1,2,1,2,0,0,0,0,3,0,3,0,1,0,0,0,1,1,0,1,0,0,2,3,0,0,0,0,2,3,0,0,0,1,0,2,2,0,3,2,4,2,1,0,1,0,0,0,3,0
"532",30.9968361635218,2,0,0,0,0,3,0,0,1,0,0,0,4,1,2,0,0,2,1,1,0,4,1,0,0,1,1,2,5,1,5,0,1,0,2,1,0,0,2,0,2,0,2,2,0,1,0,0,0,0,1,1,1,0,2,2,5,0,1,0,4,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,3,2,5,4,0,1,0,0,0,1,0,1,0,4,1,0,2,1,5,1,1,3,0,0
"533",63.722535220471,0,0,0,2,0,1,0,1,4,3,0,2,0,3,4,0,0,3,1,4,1,0,0,0,5,0,0,0,0,1,2,2,2,0,1,3,1,0,0,0,0,0,2,0,2,0,0,0,0,2,1,3,1,0,0,0,0,0,0,1,2,1,0,2,0,1,3,0,5,2,1,2,5,2,2,0,1,0,1,1,0,4,0,1,1,2,0,3,1,2,0,0,0,2,1,0,0,1,1,1
"534",55.0831989995928,0,4,0,5,0,2,0,3,0,1,1,0,0,0,2,0,0,0,5,0,3,2,4,1,0,2,3,1,0,1,1,4,1,0,0,0,4,5,1,1,4,2,0,0,4,0,2,2,0,0,0,0,0,0,0,2,0,1,5,1,0,2,5,0,1,2,0,0,1,0,0,1,0,1,0,0,5,2,0,0,2,4,1,0,0,0,2,2,4,3,0,0,1,0,0,1,0,2,0,0
"535",55.7960423405449,0,4,0,1,0,2,2,0,4,0,1,5,0,2,2,0,0,0,1,4,0,0,0,0,0,1,2,0,1,0,0,5,0,0,0,0,4,4,1,5,2,4,2,2,1,0,0,2,1,3,0,2,1,0,1,0,0,0,0,1,2,1,0,0,3,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,1,4,0,0,0,5,0,2,0,4,0,2,0
"536",28.0564510260365,0,0,2,0,2,0,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,3,0,5,0,0,1,0,3,4,1,0,1,1,1,5,0,2,0,0,0,0,0,1,0,5,3,2,2,4,2,1,2,1,0,2,0,1,1,0,5,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,2,0,1,4,0,1,0,2,5,2,0,3,0,0,1,1,1,0,2,0,0,0,0
"537",26.1515211515024,5,1,0,0,0,3,0,0,3,1,1,1,0,4,0,3,0,0,0,0,2,0,3,0,1,0,2,0,2,0,1,5,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,0,2,0,0,0,2,1,0,0,1,0,2,3,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,2,0,0,0,3,0,1,2,0,0,0,0,1,0,0,4,0,5
"538",69.9297430482179,5,0,0,0,1,5,4,2,0,0,2,1,1,1,5,2,0,1,1,4,0,2,5,0,0,2,0,1,5,2,0,2,2,3,5,0,2,0,5,4,1,0,0,4,1,0,0,0,0,0,0,3,3,2,3,0,0,0,2,1,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,3,0,2,0,5,1,4,0,1,0,0,1,0,1,1,2,0,2,1,0,2,0,0
"539",45.8733469204442,0,1,1,0,0,0,4,0,0,0,4,0,0,0,0,1,1,0,1,0,0,4,0,0,0,1,0,0,2,0,0,4,1,0,5,3,0,2,1,0,2,2,2,1,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,2,2,1,2,5,4,0,4,1,2,2,2,0,5,0,4,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,5,0,0
"540",61.8122302063472,0,1,0,0,1,0,1,0,2,2,3,0,0,0,0,1,0,0,2,0,1,0,1,0,4,3,0,2,5,0,0,0,3,1,1,0,0,2,1,1,3,4,0,0,0,0,1,1,0,2,0,0,0,1,0,5,5,1,1,4,4,1,0,0,5,0,0,0,5,1,1,2,0,0,2,0,1,4,0,4,3,2,0,0,0,0,3,0,0,0,0,0,1,5,3,0,0,0,0,1
"541",51.4427547432382,2,1,0,0,3,0,2,0,5,0,0,0,0,0,2,0,0,4,2,3,0,2,0,1,3,1,0,4,0,4,2,3,0,1,0,5,0,0,0,2,1,0,3,0,2,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,2,0,3,0,2,5,0,0,5,1,4,0,1,2,4,2,2,0,0,0,0,1,5,4,1,0,0,1,3,0,2,0,5,1,1,0,0,4,0,0
"542",64.7555958501955,0,1,0,0,0,0,4,0,1,1,0,1,0,2,0,1,2,1,0,2,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,4,0,1,0,2,3,0,0,4,0,0,2,1,1,0,2,0,0,0,2,5,1,0,1,5,0,0,5,1,0,0,2,3,0,0,1,0,0,3,0,2,2,0,0,0,0,5,0,1,5,0,0
"543",54.3356189430225,0,2,0,0,3,2,1,0,5,0,1,2,1,1,4,1,2,0,0,5,4,0,3,0,1,0,0,1,3,0,0,1,0,4,0,1,1,2,0,0,1,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3,0,1,0,0,0,2,0,1,5,0,2,3,5,0,2,0,1,0,2,0,1,0,0,0,0,2,2,0,3,5,0,0,4,2,1,0,1,5,1,1
"544",57.5518889981076,0,0,3,2,2,0,5,0,1,0,2,5,4,5,1,0,2,0,2,3,0,2,0,2,0,4,0,1,3,4,0,0,2,0,0,0,0,0,1,1,1,2,1,5,0,1,5,0,1,0,2,0,1,0,0,0,0,1,0,0,1,4,0,4,0,1,0,2,1,5,2,0,1,3,2,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4,0,1,2,0,5,0,0
"545",40.3187103668651,2,1,4,0,2,2,0,0,0,0,1,1,0,0,0,2,2,1,4,0,0,0,0,5,3,0,0,1,1,2,0,0,0,2,0,4,1,1,3,0,4,0,0,2,0,0,5,0,4,1,0,0,1,4,0,0,0,0,1,0,1,1,0,0,5,0,0,0,2,2,1,1,3,0,0,0,1,1,4,0,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,4,5
"546",21.198566366037,0,4,0,0,0,1,1,1,1,2,2,0,1,0,0,4,1,0,2,0,0,0,0,5,0,0,1,0,0,0,0,2,0,4,0,0,5,0,2,1,0,0,0,2,0,0,0,2,4,0,2,1,1,0,0,0,0,1,0,2,0,1,2,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,5,5,1,0,1
"547",64.2361150443002,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,0,2,0,0,3,0,0,0,0,1,3,0,0,0,5,3,2,0,1,1,0,4,2,0,0,0,0,0,0,0,4,0,0,5,1,0,1,2,5,0,0,0,0,0,0,2,0,1,5,2,0,0,0,2,0,1,4,0,4,0,0,0,0,0,0,5,0,0,0,5,0,4,1,1,0,0,4,3,4
"548",26.4355900967154,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,5,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,1,0,1,0,4,1,0,1,0,1,2,2,2,0,0,0,1,0,0,0,1,5,1,2,0,0,0,2,0,0,4,1,0,0,4,0,2,0,2,0,2,4,4,0,0,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2
"549",75.3207510813798,0,0,0,0,0,0,0,4,1,0,0,0,2,0,5,3,2,0,0,2,0,1,1,2,0,2,0,0,0,0,0,5,0,1,0,1,0,1,1,0,0,0,0,1,0,4,0,5,0,0,4,2,5,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,1,1,2,2,4,0,1,1,0,0,0,4,0,1,0,2,1,4,0,5,0,0,0,0,3,1,2,0,1,0,0,0
"550",44.4048575593476,0,1,4,1,2,0,0,0,0,0,4,0,4,1,0,1,1,1,5,2,2,5,0,0,2,1,0,1,0,2,2,0,0,1,0,2,2,0,2,5,0,0,4,5,0,1,0,3,0,0,1,2,1,1,5,2,2,3,0,1,1,0,0,0,0,2,1,0,2,2,1,1,1,0,2,5,0,0,1,5,0,3,2,0,0,3,0,2,1,0,4,0,0,0,2,0,0,0,0,0
"551",18.7173622415107,0,2,4,4,1,0,0,1,3,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,3,4,2,2,0,3,0,0,2,0,3,0,0,0,2,0,2,0,0,2,0,5,0,0,3,2,3,1,4,0,0,0,3,0,2,2,0,0,0,0,0,2,2,0,0,0,0,5,0,2,4,0,2,0,1,1,0,0,0,0,1,0,1,4,1,0,0,1,0,0,0,2,0,0,0
"552",32.6129807826507,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,2,2,2,0,2,0,0,0,0,2,2,1,0,0,2,5,0,0,0,2,2,0,0,1,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,2,0,0,2,5,0
"553",19.8931663729326,0,5,0,0,0,0,5,0,0,0,0,3,0,2,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,3,0,0,0,1,3,0,5,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,2,0,0,0,2,1,0,2,0,4,0,0,2,0,0,0,0,0,1,0,1,1,2,1,0,2,0,1
"554",46.4440569458985,0,0,0,2,2,1,5,0,4,0,0,0,0,3,2,1,0,0,0,0,4,0,1,1,2,0,3,0,0,0,0,3,5,1,0,0,0,3,1,0,1,2,0,0,2,0,0,2,0,0,5,0,0,0,0,4,0,1,0,5,2,0,2,4,0,0,2,0,2,3,0,1,0,1,0,2,0,1,0,0,0,4,0,0,0,4,0,0,0,4,3,0,0,2,0,2,0,0,0,0
"555",47.7945849370128,0,0,0,0,1,1,5,2,2,0,0,4,1,5,0,3,0,0,1,4,0,0,2,0,1,0,4,5,0,0,0,0,0,1,2,1,2,4,0,0,0,1,0,0,4,0,0,0,2,0,2,0,3,0,0,1,0,4,0,0,0,2,0,0,0,0,2,0,1,1,4,2,0,0,0,5,3,1,1,0,1,1,0,2,0,4,0,0,0,0,0,0,2,0,0,0,2,0,1,1
"556",36.5215005067697,2,2,0,0,0,0,1,0,3,2,0,0,0,0,2,0,0,1,4,0,0,2,3,0,2,2,0,0,3,1,0,0,0,0,0,1,0,0,5,0,4,0,0,0,0,5,0,2,0,4,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,4,0,0,2
"557",47.1411564138703,0,1,0,0,1,2,0,0,1,0,4,0,0,0,0,1,0,0,2,0,1,5,0,0,0,2,1,0,0,0,1,0,1,0,2,5,0,0,1,1,4,0,0,0,4,0,2,1,1,0,0,5,0,0,0,0,3,0,1,2,0,0,4,0,0,3,0,0,1,1,1,5,1,2,0,1,2,0,3,1,2,4,0,0,0,2,1,1,3,0,5,0,0,1,1,2,0,2,0,0
"558",43.3429357087977,0,2,0,0,2,5,3,0,1,2,1,2,2,0,0,0,3,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,5,2,0,1,4,3,0,0,0,0,2,1,0,0,1,0,3,0,0,0,0,0,1,2,0,0,0,1,3,3,5,1,4,2,0,2,0,0,2,2,2,2,0,0,0,5,0,0,0,0,0,0,0
"559",48.888740671263,0,2,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,1,2,0,0,0,3,0,5,3,1,0,0,2,0,5,1,0,1,0,0,1,0,0,2,1,2,0,4,0,0,2,2,0,2,0,0,0,1,2,0,0,0,1,0,1,3,1,1,1,0,2,2,1,5,0,0,0,1,1,0,0,5,0,1,4,0,0,0,1,0,0,5,2,2,1,3,0,0,1,2,0,0,2
"560",22.3978765361882,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,5,0,1,0,0,1,3,1,0,1,0,2,2,0,0,0,0,0,1,0,1,5,0,0,0,3,1,2,5,0,0,2,2,0,3,0,0,0,3,0,0,0,0,0,2,5,1,0,0,1,0,0,2,0,0,0,2,5,1,0,1,0,2,0,0,0,0,2,1,4,0,0,5,1,3,0,0,0,1,2,0,0,1,0
"561",68.9681890704502,0,0,0,0,1,1,0,0,5,2,3,0,0,5,2,0,3,1,1,4,0,2,0,0,0,2,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,1,0,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,2,2,4,2,0,1,3,0,1,1,0,0,3,1,0,0,0,4,1,0
"562",53.7395668533404,1,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,3,1,1,0,1,0,0,0,0,4,0,1,5,1,0,0,0,1,0,3,0,2,0,1,1,0,0,3,2,1,0,0,0,2,0,0,0,2,2,0,4,0,0,2,0,0,0,0,0,0,0,0,1,3,5,2,0,0,0,1,3,2,0,0,0,1,2,1,1,0,2,1,4,2,0,0,0,0,1,2,0,1,2,0
"563",37.8224932400799,0,0,1,2,1,3,0,1,1,5,0,2,0,0,3,0,0,4,0,1,0,0,0,0,0,1,0,1,2,0,3,1,0,0,0,1,3,3,1,0,1,0,0,5,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,1,4,0,0,4,3,0,2,2,1,1,2,0,1,0,0,2,0,0,2,1,2,0,2,0,4,3,0,1,3,1,0,1,2,0,0,5,2,0,0,0
"564",55.0596457046479,0,0,0,0,0,1,3,4,1,0,1,1,0,0,1,1,1,5,0,3,0,1,0,0,0,5,0,2,0,0,0,0,1,1,2,0,0,1,0,1,1,0,2,0,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,4,0,5,3,1,1,0,0,0,2,0,0,1,5,0,2,2,2,0,2,0,0,0,1,0,0,0,2
"565",44.3598953429071,1,1,0,0,1,0,4,4,0,0,1,0,5,2,0,5,0,3,2,3,0,2,0,2,0,3,4,2,0,0,4,0,0,0,0,0,1,1,0,4,0,0,0,0,1,1,0,0,1,0,2,4,2,4,0,0,0,0,0,4,1,0,0,0,0,0,3,0,2,2,0,0,0,0,5,0,3,0,1,0,1,0,4,1,1,0,3,0,2,0,1,0,2,0,0,5,0,1,5,0
"566",39.0397075877825,0,0,0,0,0,2,0,0,0,0,1,4,1,1,2,0,0,0,0,1,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,2,2,5,0,1,0,0,0,5,0,0,2,0,1,0,2,0,1,0,0,2,1,1,1,3,0,0,4,0,1,0,0,3,0,1,4,1,0,2,2,1,0,0,0,0,3,4,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,4
"567",53.3212577630921,3,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,5,1,0,1,2,0,1,2,0,4,1,1,3,1,3,0,1,1,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,3,3,4,2,1,3,0,0,2,0,2,1,4,0,1,0,0,4,0,3,0,0,2,2,1,0,3,0,5,0,0,0,0,0
"568",38.7982866982804,3,1,1,5,0,1,0,2,0,0,1,3,4,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,2,0,0,0,0,1,3,2,2,0,1,0,0,0,0,0,2,0,0,0,2,0,5,2,1,0,2,1,0,0,3,0,0,0,0,0,3,2,5,0,1,2,1,0,0,1,0,1,0,0,0,0,4,1,1,4,0,5,0,4,1,0,0,2,4,1,0,1,0,0,0
"569",25.2550508032395,0,5,1,3,0,0,1,0,1,0,0,2,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,1,0,1,2,1,0,3,1,0,0,0,0,2,0,0,1,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,3,0,0,1,1,0,0,0,0,2,1,0,0,1,0,4,1,2
"570",57.0291321382247,0,0,1,0,4,0,1,1,4,0,0,0,4,4,4,0,0,2,1,1,0,0,0,1,1,3,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,2,0,1,1,0,0,0,2,4,0,3,2,2,2,0,0,0,1,4,1,0,0,0,2,0,2,2,1,0,0,0,0,0,2,1,4,1,0,0,1,0,0,0,1,1,0,1,2,2,4,2,0,0,0,0,0,1,0
"571",43.7291099647335,0,1,0,1,1,3,5,4,0,0,0,0,0,2,2,0,0,5,2,1,4,0,1,5,3,2,1,0,0,0,0,0,4,2,2,1,2,2,0,1,0,0,1,1,0,1,0,0,0,0,2,0,1,0,0,5,0,2,1,1,1,0,0,1,0,2,2,0,2,1,3,0,1,0,1,2,1,0,4,2,0,0,5,1,2,2,0,2,3,0,0,1,0,0,0,0,1,2,0,1
"572",4.30119619252788,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,3,0,0,1,5,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,5,1,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,1,0,4,0,0,0,0,5,0,4,0,0,4,0,1,2,0,2,2,2,0,0,0,1,2,5,0
"573",32.0729826534244,0,0,0,2,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,3,1,0,5,4,3,0,0,0,0,1,1,0,0,0,0,0,5,2,0,0,0,0,4,1,0,0,1,1,0,0,3,1,0,1,2,2,0,0,1,0,0,2,0,0,0,1,1,3,0,1,4,1,2,0,0,0,1,3,1,0,3,1,0,0
"574",44.1640736039299,0,0,1,0,0,2,2,0,0,4,1,1,0,0,0,2,2,0,4,0,0,0,0,0,1,1,5,0,2,0,0,2,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,0,1,4,5,0,0,0,0,1,0,4,0,2,2,0,3
"575",40.0172619608387,1,0,0,0,2,3,0,1,5,1,0,0,0,2,1,0,0,0,0,0,0,5,0,4,4,1,0,2,0,0,0,0,0,0,0,0,2,3,2,0,0,3,0,0,0,4,0,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,1,3,0,2,3,1,1,0,1,2,2,1,0,1,0,1,2,0,3,0,2,2,0,1,0
"576",47.1878767711433,0,1,0,1,0,0,0,0,0,2,0,0,2,1,0,3,2,0,0,1,0,0,3,5,0,0,0,0,2,1,0,1,0,0,0,0,0,1,2,0,3,1,2,2,0,0,2,4,0,0,2,0,0,0,0,1,0,0,0,0,3,1,0,2,0,1,0,2,2,2,1,0,0,4,2,1,3,0,4,0,0,1,1,0,3,0,0,0,5,0,1,0,4,0,0,3,0,3,3,5
"577",72.6394561405558,0,0,0,0,0,2,0,0,1,0,5,5,0,4,5,0,0,1,4,2,0,0,0,0,2,4,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1,1,2,1,2,0,3,0,0,0,0,1,2,0,0,0,2,2,0,1,5,2,3,0,1,0,1,1,0,1,0,2,1,1,5,0,1,1,2,3,0,0,1,0,1,5,0,4,0,0,0,0,0,0,0,0,0,0,1
"578",43.4407402768772,0,0,1,0,1,1,2,0,2,4,0,0,0,1,1,0,2,0,0,2,0,0,0,1,0,0,2,0,1,0,0,5,0,3,0,0,0,1,0,1,0,0,4,1,2,2,0,0,0,0,1,0,3,5,0,2,2,0,0,4,1,0,1,0,0,0,0,0,1,2,0,0,1,2,5,0,0,0,0,3,0,0,0,1,2,1,0,0,3,0,3,1,5,2,2,1,3,0,0,0
"579",11.328474501296,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,4,1,0,2,0,4,5,0,0,0,2,0,1,0,0,0,5,0,2,0,2,4,0,0,5,1,0,0,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,5,5,0,0
"580",39.1662595579273,0,0,2,0,0,1,2,1,4,2,2,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,4,0,0,2,5,0,5,0,3,1,0,1,0,1,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,3,0,0,0,1,5,0,1,0,0,1,1,2,0,0,3,2,0,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1
"581",45.0283872447982,1,2,0,1,0,1,1,0,2,2,3,0,3,1,0,0,0,5,0,0,0,3,1,0,2,0,0,0,0,1,0,2,0,0,0,4,0,5,0,0,2,0,1,2,0,2,1,0,1,2,1,0,2,0,0,0,1,4,0,3,0,0,0,0,1,0,0,1,2,0,1,0,4,0,0,1,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"582",51.5842097449795,0,1,0,3,0,0,0,2,0,0,1,0,0,4,0,2,2,1,5,0,0,0,0,1,2,2,0,3,0,0,1,5,5,0,0,4,0,2,4,2,1,1,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,2,5,0,0,5,1,3,1,0,0,0,4,0,1,0,0,2,0,5,0,0,2,0,0,2,2,1,0,4,1
"583",56.732372261671,3,0,2,0,0,1,1,0,2,0,1,0,5,1,3,0,0,0,4,1,2,0,2,5,2,0,0,2,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,5,0,2,0,2,0,5,1,2,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,2,1,2,4,0,0,0,1,1,0,4,2,0,1,0,0,0,0,3,0,1,0,2,4,0,0,0,2,2,1,0,0
"584",39.2316175835547,5,2,1,2,0,0,2,0,2,1,0,2,2,0,1,0,0,0,0,1,0,0,0,0,2,1,0,4,2,2,0,0,0,1,1,0,0,0,0,0,2,5,0,0,0,2,0,0,1,0,0,0,0,0,3,2,1,0,0,0,2,1,0,0,0,3,0,0,0,5,0,0,1,0,0,2,1,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1
"585",42.6581494680147,0,2,0,5,0,2,0,2,0,0,1,1,0,1,1,0,0,0,1,0,2,0,0,0,2,5,0,0,0,0,0,2,0,0,2,1,0,2,0,2,0,5,0,0,0,5,2,2,0,0,2,2,4,1,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,1,0,4,1,0,2,2,1,0,0,0,1,0,2,0,0,0,1,5,2,1,1,0,0,2,2,2,0
"586",24.5211809415299,0,0,1,1,0,0,0,2,3,0,0,4,0,0,0,1,0,5,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,5,0,1,0,2,0,0,0,1,1,1,0,4,0,5,1,2,1,0,5,5,0,0,0,0,0,0,4,2,2,0,1,0,2,1,5,3,0,0,1,3,0,1,1,0,1,0,3,0,1,0,2,0,0,2,3,0,0,0,0,0,0,2
